25118864.31509572,5.770242030555521e-15
34767740.74765763,4.695066966348531e-15
50802180.46913002,3.6911711188679185e-15
70316755.47946435,3.9538020784318835e-15
82726958.74133672,4.536453022869067e-15
97327438.61581464,5.770242030555521e-15
108466123.14544001,7.0916332673918505e-15
120879579.66963378,9.662168943241246e-15
142213615.1165329,1.4594160041627716e-14
186461097.14269525,2.204365381849719e-14
207800725.18241674,3.1084029570249296e-14
244475472.47264656,4.235119524940036e-14
303635776.01873463,5.77024203055552e-14
338385515.34282196,7.09163326739185e-14
420270988.763967,1.0000000000000041e-13
494444610.11587995,1.4101123990690828e-13
805160299.8770481,4.859226736697419e-13
1055672994.2333248,9.020360210610181e-13
1384128689.5587502,1.988416978008364e-12
2379417154.015389,9.662168943241285e-12
4318114138.633828,5.575305334261909e-11
8272695874.133673,3.5664718948914793e-10
18646109714.269447,3.6911711188679337e-9
37711220494.241806,2.5292110737030467e-8
58170913293.74322,7.861807180438714e-8
105567299423.33205,2.901927560654381e-7
131113393742.15576,3.820230364994739e-7
154253594901.88065,4.859226736697418e-7
181477809863.9312,5.386954204979278e-7
225393390473.4775,5.204966161801362e-7
265173067032.5782,4.536453022869076e-7
295520923520.2876,3.9538020784318995e-7
329341954730.0944,3.003391451444553e-7
347677407476.5763,2.5292110737030466e-7
387467512045.61127,1.921242077112603e-7
431811413863.3829,1.410112399069083e-7
481230274399.7391,9.335750868773605e-8
536304899694.28326,6.620572143707712e-8
630957344480.1891,3.691171118867934e-8
703167554794.6421,2.4437664687235423e-8
783641896621.7463,1.8563365529925695e-8
873326162382.8365,1.4594160041627776e-8
1027459485446.1716,1.1473647220774056e-8
1276093078115.08,1.0000000000000042e-8
1968419447286.591,9.020360210610181e-9
2724545830074.7817,7.861807180438715e-9
3771122049424.18,5.386954204979289e-9
5219718220435.62,3.566471894891479e-9
8499859846090.085,2.617643190219973e-9
12419887072831.193,1.6744824380115363e-9
17190722018585.57,1.1473647220774056e-9
25118864315095.72,8.421183567285485e-10
34767740747657.63,8.715624428380711e-10
40903898860932.89,1.1874815363066023e-9
50802180469129.914,1.7330295587336509e-9
63095734448018.914,2.617643190219973e-9
92194684478499.17,3.953802078431899e-9
142213615116532.3,4.695066966348531e-9
219369613757177.22,5.770242030555545e-9
303635776018734.6,5.770242030555545e-9
468369099917124.4,4.859226736697418e-9
684374970259082.9,3.953802078431899e-9
947263030751516.8,2.901927560654381e-9
1311133937421552.2,2.0579406028697888e-9
1814778098639304.8,1.3164458054677621e-9
2651730670325760,1e-9
3293419547300917.5,7.3395873214911e-10
4318114138633793,5.204966161801373e-10
6309573444801891,3.3295693091189774e-10
7423149980177822,2.20436538184971e-10
8272695874133639,1.4101123990690827e-10
9219468447849916,9.02036021061018e-11
10846612314543956,6.396908655342091e-11
12087957966963328,4.3831975510038365e-11
13471370006941722,3.0033914514445527e-11
15013107289081590,1.8563365529925694e-11
17662770399664248,1.2719721777050819e-11
23158257699884820,9.335750868773605e-12
32054008882605540,9.335750868773605e-12
42027098876396700,1.071151120093428e-11
52197182204356200,1.2719721777050819e-11
72247617403175150,1.6744824380115365e-11
94726303075151680,1.921242077112603e-11
138412868955874450,2.057940602869789e-11
202247123245133500,1.9884169780083643e-11
265173067032576030,1.8563365529925694e-11
367033649778075500,1.921242077112603e-11
481230274399739100,2.20436538184971e-11
703167554794642000,2.617643190219973e-11
873326162382836600,3.2170861172938596e-11
1276093078115080200,3.820230364994739e-11
1864610971426937000,4.5364530228690666e-11
2444754724726445600,5.2049661618013515e-11
3771122049424180000,5.971994553657508e-11
5510315562821490000,6.180801214239748e-11
8051602998770481000,5.971994553657508e-11
10556729942333204000,5.2049661618013515e-11
15425359490188065000,4.3831975510038365e-11
22539339047347660000,3.566471894891479e-11
34767740747657630000,2.7091672745497092e-11
48123027439973515000,2.20436538184971e-11
66608462908091130000,1.6744824380115365e-11
82726958741335700000,1.2290010072088977e-11
102745948544617170000,9.02036021061018e-12
150131072890815900000,6.852055871304998e-12
207800725182415040000,4.859226736697418e-12
303635776018734600000,3.445985397976335e-12
443668733097858800000,2.204365381849719e-12
494444610115879960000,1.5104434757204729e-12
648283108498098000000,1.0711511200934281e-12
805160299877048100000,7.596210917658598e-13
1.0556729942333205e+21,7.091633267391851e-13
1.3111339374215522e+21,8.136689832915935e-13
1.5425359490188064e+21,1.1086031784226932e-12
2.2539339047347657e+21,1.2719721777050819e-12
2.9552092352028517e+21,1.6179132208557952e-12
4.0903898860932893e+21,1.4594160041627717e-12
5.363048996942789e+21,1.1874815363066023e-12
7.836418966217463e+21,1.1086031784226932e-12
1.0274594854461717e+22,1.1874815363066023e-12
1.27609307811508e+22,1.5104434757204729e-12
1.8646109714269371e+22,1.6744824380115364e-12
2.4447547247264455e+22,1.7330295587336509e-12
3.3838551534281916e+22,1.6179132208557952e-12
5.219718220435578e+22,1.4101123990690885e-12
9.47263030751509e+22,1.1874815363066023e-12
1.5425359490188064e+23,1e-12
2.3794171540153694e+23,8.421183567285485e-13
5.08021804691295e+23,6.180801214239723e-13
8.272695874133571e+23,5.204966161801373e-13
1.501310728908159e+24,4.536453022869066e-13
2.580861540418045e+24,3.5664718948914793e-13
4.4366873309785523e+24,3.108402957024929e-13
9.999999999999917e+24,2.057940602869789e-13
2.253933904734766e+25,1.6179132208558019e-13
3.4767740747657344e+25,1.1086031784226932e-13
6.660846290809059e+25,7.09163326739185e-14
1.208795796696323e+26,3.820230364994723e-14
