6.309573444801929593e+07 9.398864402768021944e-17
7.788562090131269395e+07 6.603360164977220211e-17
9.614231447262956202e+07 4.906918224981630848e-17
1.186784482833622247e+08 3.592491433354571948e-17
1.464971398307287991e+08 3.011950415330661069e-17
1.808366412690342963e+08 2.587281390353398324e-17
2.232254558911605775e+08 2.217871022163455913e-17
2.755503741284586787e+08 2.112899850969508875e-17
3.401404574546128511e+08 2.145503421641508135e-17
4.198707084443905950e+08 2.233526239667583594e-17
5.182900414988677502e+08 2.338181390105358570e-17
6.397792504081640244e+08 2.490424225245963146e-17
7.897460041275519133e+08 2.918918734115000482e-17
9.748655503246278763e+08 3.438859888150289947e-17
1.203377840777590513e+09 3.987529519674610993e-17
1.485454304126666546e+09 4.599912853996927060e-17
1.833650591590268135e+09 5.229910114674332354e-17
2.263465448044250965e+09 5.964782220560295567e-17
2.794030584663856506e+09 6.879847615416909781e-17
3.448962260405752659e+09 7.968857881811004466e-17
4.257412477513845444e+09 9.590297291161084235e-17
5.255366581354858398e+09 1.148517950021974261e-16
6.487245022720903397e+09 1.344606800195703282e-16
8.007880579468049049e+09 1.533124069452101795e-16
9.884959046625585556e+09 1.748803309153541189e-16
1.220203203379382706e+10 2.045515376260898853e-16
1.506223597401322174e+10 2.383657265893459683e-16
1.859288288282913589e+10 2.756208955078174404e-16
2.295112720920221329e+10 3.121055303255714482e-16
2.833096101839318466e+10 3.490061098408721965e-16
3.497184887302175903e+10 3.839830708234215612e-16
4.316938676395236969e+10 4.125986177754755939e-16
5.328845953618790436e+10 4.350200407120031332e-16
6.577948246675419617e+10 4.568252479593993976e-16
8.119844993184008789e+10 4.783091778990088299e-16
1.002316835597760315e+11 4.917698508294468415e-16
1.237263814476780548e+11 4.895863698510714394e-16
1.527283282337250061e+11 4.717308181014461183e-16
1.885284445575797729e+11 4.344179341527484919e-16
2.327202478960411987e+11 3.678022206135651905e-16
2.872707824428778076e+11 2.833968279227736425e-16
3.546081752293775635e+11 2.016547082619768445e-16
4.377297157413233032e+11 1.279150412161430971e-16
5.403352698201041260e+11 7.136906654981733238e-17
6.669919663030114746e+11 4.377576692122013460e-17
8.233374868549163818e+11 2.926506891675098300e-17
1.016331007730027588e+12 2.132434116972774695e-17
1.254562963262171875e+12 1.758541695171434305e-17
1.548637419126392334e+12 1.571193329833489115e-17
1.911644075385703613e+12 1.454659945528226898e-17
2.359740908894445801e+12 1.402568533923327000e-17
2.912873389355419922e+12 1.298023487755567379e-17
3.595662282428341309e+12 1.151963844959260669e-17
4.438499557352476562e+12 9.952807371973654523e-18
5.478901179593956055e+12 8.429519482464210848e-18
6.763177003370388672e+12 6.970743563875456242e-18
8.348492093501843750e+12 5.373244143033962211e-18
1.030541122915012305e+13 3.970999671766029766e-18
1.272103984916710352e+13 3.074661172047167696e-18
1.570290124729377539e+13 2.461517925673178104e-18
1.938372259704893750e+13 2.145430985041554847e-18
2.392734283953418750e+13 2.027273836916070245e-18
2.953600540320208984e+13 1.959185649773457422e-18
3.645936036560601562e+13 1.850887883075730340e-18
4.500557675700488281e+13 1.696371368663451084e-18
5.555505963131010938e+13 1.544100051215214558e-18
6.857738247200766406e+13 1.423074821889942347e-18
8.465218862012589062e+13 1.317602388286470896e-18
1.044949920785097031e+14 1.208200736328901529e-18
1.289890261253308125e+14 1.109509707483894896e-18
1.592245573669272188e+14 1.059904343821541930e-18
1.965474151580953125e+14 1.036918753771825309e-18
2.426188965079375000e+14 9.653755520753311834e-19
2.994897129294811875e+14 8.460835458624593616e-19
3.696912707195031875e+14 7.041128454507519602e-19
4.563483476922681250e+14 5.764743029439716437e-19
5.633181817794995000e+14 4.721453622762278542e-19
6.953621625411200000e+14 3.822752956888610374e-19
8.583577678363155000e+14 2.980419624392494479e-19
1.059560179277614875e+15 2.213061907320267251e-19
1.307925221368647750e+15 1.616204474451733658e-19
1.614507998836401000e+15 1.253430546053452018e-19
1.992954976110213500e+15 1.010465712439858373e-19
2.460111402151643000e+15 8.546438879274580782e-20
3.036771118035460500e+15 7.859991911567387345e-20
3.748602122354576000e+15 7.538122734442823568e-20
4.627289092768923000e+15 6.836266037599946784e-20
5.711943719065345000e+15 5.975719915169051933e-20
7.050845623791964000e+15 5.763755168102053313e-20
8.703591361485184000e+15 1.332217967755953689e-20
1.074374715170391000e+16 8.371258140904506461e-21
1.326212342304283000e+16 4.259636588529582262e-21
1.637081692304410600e+16 2.670675666021635572e-21
2.020820031445155600e+16 1.686004478250387040e-21
2.494508135230316400e+16 1.271010020787859505e-21
3.079230579617851600e+16 1.325081576130882978e-21
3.801014247475416800e+16 1.060563509444164895e-21
4.691986824612539200e+16 8.432860007085683842e-22
5.791806851805293600e+16 6.519219247399317552e-22
7.149428986597562400e+16 4.793415956779372323e-22
8.825283049359569600e+16 3.785888066645372688e-22
1.089396384624819200e+17 3.025311592165152251e-22
1.344755149716982080e+17 2.423577803879352306e-22
1.659971006157810880e+17 2.007956527936943052e-22
2.049074689815854400e+17 1.662646324046470539e-22
2.529385795817171520e+17 1.394339011097013160e-22
3.122283699993688960e+17 1.202447463627331780e-22
3.854159187328230400e+17 1.072050906817026085e-22
4.757589145821936000e+17 9.754484832246348395e-23
5.872786613189488640e+17 8.888192365798624369e-23
7.249390720160459520e+17 7.996733956518123297e-23
8.948676203477258240e+17 7.177808551968169932e-23
1.104628083736509440e+18 6.549592217720824848e-23
1.363557218558470912e+18 5.981999553842158610e-23
1.683180353330955008e+18 5.369457533751035542e-23
2.077724398565700352e+18 4.835091383370355344e-23
2.564751108134173696e+18 4.466608027578759888e-23
3.165938779568803328e+18 4.105973494544974096e-23
3.908047187966453248e+18 3.685980140972779978e-23
4.824108704165353472e+18 3.228572864458967195e-23
5.954898615672470528e+18 2.736676453082349828e-23
7.350750096555481088e+18 2.240367732101898819e-23
9.073794613362792448e+18 1.855026055116106590e-23
1.120072749093629952e+19 1.545376752339554699e-23
1.382622173764659200e+19 1.279762519574583602e-23
1.706714208458879590e+19 1.060854460948787669e-23
2.106774681201684480e+19 8.819515000557732124e-24
2.600610890419851674e+19 7.311673487231018175e-24
3.210204234803475251e+19 6.002633410827121027e-24
3.962688638701477888e+19 4.804699046304599995e-24
4.891558324249450086e+19 3.806775680664926386e-24
6.038158689998657946e+19 3.023569438834497912e-24
7.453526657315337011e+19 2.331309037113383544e-24
9.200662401160357478e+19 1.817647686535633490e-24
1.135733358343102792e+20 1.470768827452061102e-24
1.401953690954508370e+20 1.208013583318789877e-24
1.730577108739978691e+20 1.007353375452357500e-24
2.136231138459198095e+20 8.479272800161462925e-25
2.636972056243897958e+20 7.150066442592251230e-25
3.255088599835069645e+20 6.041400656483312706e-25
4.018094074105783255e+20 5.105725379592765142e-25
4.959951009991573504e+20 4.293049558080713471e-25
6.122582888254388306e+20 3.548724000454615673e-25
7.557740217198122107e+20 2.898113903675171353e-25
9.329304026284695224e+20 2.402407414120788535e-25
1.151612930764622397e+21 2.055096648945703806e-25
1.421555497138658738e+21 1.809919211659233929e-25
1.754773654810749829e+21 1.590494861599133296e-25
2.166099449381892915e+21 1.370990092499642195e-25
2.673841615839943983e+21 1.155923303572817285e-25
3.300600528123344716e+21 9.608776090494181388e-26
4.074274176043905450e+21 8.044389722800905151e-26
5.029299947127007347e+21 6.808083319307073706e-26
6.208187486962865668e+21 5.733627145329079095e-26
7.663410868007431307e+21 4.694233289659420393e-26
9.459744290136668504e+21 3.741505958384134745e-26
1.167714527852792853e+22 3.020979444082428765e-26
1.441431371438023193e+22 2.534103413379629561e-26
1.779308511632757149e+22 2.127899157049785878e-26
2.196385372416551525e+22 1.752740270282656097e-26
2.711226677457176442e+22 1.447224897230900875e-26
3.346748794118898450e+22 1.213290263262310850e-26
4.131239775731848315e+22 1.028415263105697759e-26
5.099618505751065631e+22 8.641636941977422949e-27
6.294988990221887786e+22 7.166942725700005208e-27
7.770558982466196996e+22 5.914352225000537663e-27
9.592008340884840409e+22 4.918683823160545155e-27
1.184041253907357824e+23 4.155716917285482382e-27
1.461585145812312213e+23 3.571867088852550221e-27
1.804186409392068048e+23 3.072989717181566290e-27
2.227094746523284873e+23 2.611840794940926477e-27
2.749134448730749597e+23 2.188193101557369316e-27
3.393542294954672306e+23 1.816473002241581209e-27
4.189001855825245981e+23 1.511261577029393833e-27
5.170920242896776316e+23 1.264762724947726010e-27
6.383004132885945532e+23 1.062655932291876867e-27
7.879205218144065107e+23 8.964735384388477508e-28
9.726121678313893009e+23 7.609528848486162050e-28
1.200596256631693433e+24 6.479862677506157071e-28
1.482020705798860080e+24 5.486497672468572607e-28
1.829412144411121488e+24 4.603143325751515796e-28
2.258233492301251577e+24 3.822674120376228454e-28
2.787572238071375984e+24 3.153767233236678682e-28
3.440990052161380392e+24 2.599211346310970407e-28
4.247571552536894124e+24 2.145281105976919391e-28
5.243218905148603658e+24 1.769761695590642499e-28
6.472249883792559342e+24 1.454446212280389832e-28
7.989370521440312571e+24 1.193168194248757379e-28
9.862110158740781342e+24 9.789735477572985353e-29
1.217382727739667014e+25 8.009146555683608035e-29
1.502741991261724093e+25 6.512206616071329119e-29
1.854990580073489286e+25 5.261158144594764440e-29
2.289807613130117696e+25 4.206598574178807200e-29
2.826547456074349560e+25 3.325550553349380317e-29
