29311945.81618143,6.211220860281073e-12
58170913.29374334,1.0606848211177504e-12
94911983.36652614,2.817691164732948e-13
154858916.1919969,1.0049216347504054e-13
252668662.83417812,4.811746863070953e-14
501432657.1816709,3.0931794575175834e-14
741830608.0210572,1.7160959952474725e-14
1334882219.268487,8.216978554662654e-15
2649135554.54105,6.120408135985932e-15
9460271806.598576,3.3956024975915254e-15
22835520454.014164,2.1828263602258973e-15
73941339516.97177,7.784988865173895e-16
146740010944.29385,4.3191119034822897e-16
390641950936.6562,9.902289240245053e-17
475143668908.53687,2.6305262739091435e-17
637373564385.0574,6.987948250999665e-18
942944604888.405,2.8877152807792447e-18
1305085686844.4065,8.007890457663939e-19
1833531805604.7014,4.409578336752379e-19
2885056634229.9214,2.0475825134968887e-19
4539627704995.803,8.73109004505613e-20
6377781831965.227,4.0542713916701675e-20
9482597506572.719,1.4578246291027185e-20
12588341076673.05,6.769391516228863e-21
18716565547486.598,2.8865340707317747e-21
29450458092799.02,1.2308460696238427e-21
41375330483731.94,7.380741181576501e-22
81665818306737.77,2.890079151174944e-22
121422166115247.47,1.5914341590829694e-22
213983528662738,6.786029306336335e-23
336702421576351.56,3.151084725703074e-23
744323200324811,5.2613464044165125e-24
988104188802175,1.8918616021508517e-24
1239469053150303.5,9.566454425453653e-25
1554778889845280,5.267808097154668e-25
2589063887318913,1.597304895797278e-25
4073884031747709.5,8.795626142657004e-26
5110243677436156,4.8433482827820664e-26
6057121986816791,3.444106101413635e-26
8040952646172567,1.4686001808451958e-26
10674528199814106,8.086908252607083e-27
12652414158541398,2.67028544014422e-27
14170653317161726,1.2399439029609056e-27
18811830525557430,3.4525710150304366e-28
29600357241618316,1.4722097019523794e-28
55206162326708990,3.4568112705355787e-29
86866725946167400,1.1414340952936756e-29
136684525034551180,4.469517085198608e-30
162010834336526300,2.075415000829385e-30
240880540318504100,1.9081860035403654e-31
424506246698127200,1.0507505950774845e-31
748111712334481700,5.313262697915695e-32
1653795364221986600,2.9257703029367747e-32
3869058740260720000,1.7544316787978414e-32
7636672490736002000,1.0520410684597589e-32
13458186252898187000,4.486004954267829e-33
21176414510475637000,2.2684091636815483e-33
41797592903351615000,1.2491089831889254e-33
65768383363759700000,5.8002228696389056e-34
115904296529049830000,2.2711950975268895e-34
204259330499160640000,1.148460562184011e-34
505724151009239760000,4.129605375074112e-35
795755389952623800000,2.476308712167699e-35
1.3251154596463163e+21,1.0559220057202357e-35
2.6154869845806757e+21,6.895176195859813e-36
5.781864097254589e+21,3.201766955459184e-36
1.3526686737936572e+22,1.2537168960742574e-36
2.66987097992326e+22,4.909183202175465e-37
4.201033742430883e+22,2.9437808286842073e-37
1.1649423490418096e+23,9.720321834091565e-38
2.0529898494812437e+23,4.915212387674584e-38
3.230373188590073e+23,2.9473962164084336e-38
5.082982236954681e+23,1.4903908164302387e-38
1.578640823383246e+24,5.359109515077256e-39
3.297542553789998e+24,2.0984682022246354e-39
6.150083528309754e+24,6.929111734635469e-40
9.144051688703408e+24,3.5037991966698766e-40
1.7054118561130544e+25,1.771743519334391e-40
3.180679307143525e+25,8.227070190258478e-41
4.729089589731647e+25,5.850271544534033e-41
6.277962625369553e+25,4.1601294693352743e-41
1.045424942764667e+26,3.22147646790135e-41
4.8274218650358785e+26,1.4958888083105602e-41
9.003385767451794e+26,8.237174219839207e-42
1.3386391331426916e+27,4.9394032677675076e-42
2.4966296412549274e+27,2.2936060969582e-42
3.928439031000116e+27,1.2629837797681942e-42
1.814021427837628e+28,8.981080624223727e-43
2.8543571150608812e+28,4.170354223032084e-43
4.010123325827448e+28,2.72324347927009e-43
7.47908268365362e+28,1.2645349061322148e-43
1.112003086276958e+29,6.963214291738036e-44
2.4582231754488882e+29,2.726588015299776e-44
3.453589617060507e+29,1.9388773780565795e-44
4.332151913875448e+29,1.5014070820621508e-44
2.7108467638716407e+31,1.94364274504454e-46
4.265509011941716e+31,1.26919972462791e-46
7.103052026227652e+31,1.26919972462791e-46
1.0560941908577099e+32,1.165501065052502e-46
1.7586393467363587e+32,4.563756194551968e-47
4.1143415217262e+32,2.1191748204001547e-47
9.095271231917833e+32,2.1191748204001547e-47
2.2518914121180798e+33,1.6410238829367489e-47
4.199891299444192e+33,1.2707584850693255e-47
7.401511511514346e+33,1.5069457125040683e-47
1.1004696688147438e+34,1.2707584850693255e-47
1.9393689838788183e+34,2.30772513139584e-47

