6.309573444801929593e+07 1.719466602377072725e-15
7.788562090131269395e+07 1.208563904922594943e-15
9.614231447262956202e+07 8.789228758438491120e-16
1.186784482833622247e+08 6.498832570158901895e-16
1.464971398307287991e+08 5.387286959924316071e-16
1.808366412690342963e+08 4.600173687987770536e-16
2.232254558911605775e+08 3.945633636691379428e-16
2.755503741284586787e+08 3.725794942685401877e-16
3.401404574546128511e+08 3.781171354880677905e-16
4.198707084443905950e+08 3.899958294941993364e-16
5.182900414988677502e+08 4.025673640238890878e-16
6.397792504081640244e+08 4.316141871936256153e-16
7.897460041275519133e+08 4.989305487806150050e-16
9.748655503246278763e+08 5.852959922779346659e-16
1.203377840777590513e+09 6.716117675865726118e-16
1.485454304126666546e+09 7.696437765607523568e-16
1.833650591590268135e+09 8.695459894608218852e-16
2.263465448044250965e+09 9.853235343150551102e-16
2.794030584663856506e+09 1.121288266609331507e-15
3.448962260405752659e+09 1.300391496665153574e-15
4.257412477513845444e+09 1.557913607219053744e-15
5.255366581354858398e+09 1.852587719486621561e-15
6.487245022720903397e+09 2.154495014190666886e-15
8.007880579468049049e+09 2.436692572608036167e-15
9.884959046625585556e+09 2.769901563558226552e-15
1.220203203379382706e+10 3.230616064681223619e-15
1.506223597401322174e+10 3.737093892453730782e-15
1.859288288282913589e+10 4.292068984427034283e-15
2.295112720920221329e+10 4.841359861482437934e-15
2.833096101839318466e+10 5.376251286018024515e-15
3.497184887302175903e+10 5.898046877202841454e-15
4.316938676395236969e+10 6.364823160708843761e-15
5.328845953618790436e+10 6.825760309049638607e-15
6.577948246675419617e+10 7.267251324144405075e-15
8.119844993184008789e+10 7.700119643847229120e-15
1.002316835597760315e+11 7.980322961438285650e-15
1.237263814476780548e+11 7.956220626733941141e-15
1.527283282337250061e+11 7.657933252033445554e-15
1.885284445575797729e+11 6.953350520505439726e-15
2.327202478960411987e+11 5.817601352601762130e-15
2.872707824428778076e+11 4.413034220451115505e-15
3.546081752293775635e+11 3.078657526966563054e-15
4.377297157413233032e+11 1.919645885197245494e-15
5.403352698201041260e+11 1.048074368481657220e-15
6.669919663030114746e+11 6.358469301758626633e-16
8.233374868549163818e+11 4.199434356094510081e-16
1.016331007730027588e+12 3.023498772253985491e-16
1.254562963262171875e+12 2.474367600733661104e-16
1.548637419126392334e+12 2.192109150291194437e-16
1.911644075385703613e+12 2.026201564383332426e-16
2.359740908894445801e+12 1.944833585486284811e-16
2.912873389355419922e+12 1.794550494632244930e-16
3.595662282428341309e+12 1.585474979452566272e-16
4.438499557352476562e+12 1.364808474436895026e-16
5.478901179593956055e+12 1.154942005453238526e-16
6.763177003370388672e+12 9.482832646602054644e-17
8.348492093501843750e+12 7.313085969283299321e-17
1.030541122915012305e+13 5.401516565306776554e-17
1.272103984916710352e+13 4.163857459847645635e-17
1.570290124729377539e+13 3.328479178486567298e-17
1.938372259704893750e+13 2.880951786299543698e-17
2.392734283953418750e+13 2.728313533223084323e-17
2.953600540320208984e+13 2.631830114113462451e-17
3.645936036560601562e+13 2.480838606372207190e-17
4.500557675700488281e+13 2.276408016408420017e-17
5.555505963131010938e+13 2.064121579693358193e-17
6.857738247200766406e+13 1.904169174506166442e-17
8.465218862012589062e+13 1.761524088498235601e-17
1.044949920785097031e+14 1.618836607025562300e-17
1.289890261253308125e+14 1.488875985558938315e-17
1.592245573669272188e+14 1.421747717527724845e-17
1.965474151580953125e+14 1.393443342787169277e-17
2.426188965079375000e+14 1.292664168398206844e-17
2.994897129294811875e+14 1.136734250025707586e-17
3.696912707195031875e+14 9.474270732610238259e-18
4.563483476922681250e+14 7.736410021365503785e-18
5.633181817794995000e+14 6.353738801868873604e-18
6.953621625411200000e+14 5.124591381131912729e-18
8.583577678363155000e+14 4.006608655581711155e-18
1.059560179277614875e+15 2.975490484624094557e-18
1.307925221368647750e+15 2.174754245005076585e-18
1.614507998836401000e+15 1.686765952147256440e-18
1.992954976110213500e+15 1.358194101484429662e-18
2.460111402151643000e+15 1.149303091182015185e-18
3.036771118035460500e+15 1.056820529490921912e-18
3.748602122354576000e+15 1.013645009384778447e-18
4.627289092768923000e+15 9.197220074065089712e-19
5.711943719065345000e+15 8.042216550537173735e-19
7.050845623791964000e+15 7.757007655519878789e-19
8.703591361485184000e+15 1.790797932459740255e-19
1.074374715170391000e+16 1.125216212793341607e-19
1.326212342304283000e+16 5.729307220968435758e-20
1.637081692304410600e+16 3.591746056314439803e-20
2.020820031445155600e+16 2.267164169772124350e-20
